,name,Specs,price,url
10,"HP 17.3"" FHD Business Laptop 2024, 32GB RAM, 1TB SSD, 12th Gen Intel Core i3-1215U (6-Core, Beat i5-1135G7), Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Pro, KyyWee Accessories","{'manufacturer': 'HP', 'CPU': 'intel core i3-1215u (6-core', 'RAM': '32gb ram', 'Storage': '1tb ssd'}",$549.00,https://www.amazon.com/HP-Business-i3-1215U-i5-1135G7-Accessories/dp/B0D6B6SG4M/ref=sr_1_10?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-10
11,"Acer Aspire 3 A314-23P-R3QA Slim Laptop | 14.0"" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6 | Windows 11 Home,Silver","{'manufacturer': 'Acer', 'CPU': 'amd ryzen 5 7520u quad-core processor', 'RAM': 'Unable to find RAM', 'Storage': '512gb nvme ssd'}",$367.99,https://www.amazon.com/A314-23P-R3QA-Display-Quad-Core-Processor-Graphics/dp/B0BSLVF5F5/ref=sr_1_11?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-11
12,"Apple 2023 MacBook Pro Laptop M3 Pro chip with 11‑core CPU, 14‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 512GB SSD Storage. Works with iPhone/iPad; Space Black","{'manufacturer': 'Apple', 'CPU': 'm3 pro chip with 11‑core cpu, 14‑core gpu', 'RAM': '18gb unified memory', 'Storage': 'Unable to find Storage'}","$1,699.00",https://aax-us-iad.amazon.com/x/c/JH3los-lA207p7ETN2aFqpMAAAGQ-hKc2AEAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICC9NC7U/https://www.amazon.com/dp/B0CM5JV26D?pd_rd_i=B0CM5JV26D&pf_rd_p=5cde1a09-4942-4242-87c5-e66d2d3b6a3c&pf_rd_r=K71JHSD1M9P8TTJ23RC4&pd_rd_wg=IHO7Q&pd_rd_w=JS7RJ&pd_rd_r=db091789-303f-4d3a-bffc-c7c597aee143
13,"2023 Latest 15.6'' Laptop with 2.0GHz Intel Processor(up to 2.9GHz), 16GB DDR4 RAM, 512GB SSD, Windows 11 Laptop Computer with IPS FHD 1080P Display, 5G/2.4Ghz WiFi, USB 3.0, Bluetooth 4.2","{'manufacturer': 'Unable to find manufacturer', 'CPU': 'intel processor(up to 2.9ghz)', 'RAM': '16gb ddr4 ram', 'Storage': '512gb ssd'}",$249.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY3MTU3ODU4NDE3MjAyOjE3MjIxODI0NDI6c3BfbXRmOjMwMDExNjE0ODUyMjQwMjo6MDo6&url=%2FANPCOWER-Processor-Windows-Computer-Bluetooth%2Fdp%2FB0C3GVY6VK%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722182442%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
14,"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 8GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver","{'manufacturer': 'HP', 'CPU': 'intel quad-core n4120', 'RAM': '8gb ddr4 ram', 'Storage': '64gb emmc'}",$206.97,https://www.amazon.com/HP-Portable-Student-Business-Quad-Core/dp/B0CPL25J3W/ref=sr_1_13?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-13
15,"HP Newest 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Pink)","{'manufacturer': 'HP', 'CPU': 'intel celeron dual-core processor up to 2.60ghz', 'RAM': '4gb ram', 'Storage': '64gb ssd'}",$189.00,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09VRX9YVW/ref=sr_1_14?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-14
16,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 256GB Storage (128GB eMMC + 128GB USB Card), Intel UHD Graphics, HD Camera, Fast Charge, 1 Year Office 365, Win 11 S, Silver","{'manufacturer': 'HP', 'CPU': 'intel celeron n4120', 'RAM': '16gb ram', 'Storage': '256gb storage (128gb emmc + 128gb usb card)'}",$309.00,https://www.amazon.com/HP-Stream-BrightView-N4120-Graphics/dp/B0D3GFZ5KH/ref=sr_1_15?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-15
17,"HP 14 inch Laptop, HD Display, 12th Generation Intel Core i3-1215U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home in S mode, 14-dq5009nr (2024)","{'manufacturer': 'HP', 'CPU': 'intel core i3-1215u', 'RAM': '8 gb ram', 'Storage': '256 gb ssd'}",$349.00,https://www.amazon.com/HP-Generation-i3-1215U-Graphics-14-dq5009nr/dp/B0CS3XPZNH/ref=sr_1_16?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-16
18,"Laptop, 15.6 inch 1920x1080 IPS Display, 8GB DDR4 RAM / 256GB SSD Laptop Computers, Intel J4125 Quad-Core Processor Notebook PC, Support 2.4G/5G Hz WiFi, BT, Full Size Keyboard","{'manufacturer': 'Unable to find manufacturer', 'CPU': 'intel j4125 quad-core processor notebook pc', 'RAM': '8gb ddr4 ram / 256gb ssd laptop computers', 'Storage': '8gb ddr4 ram / 256gb ssd laptop computers'}",$219.00,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY3MTU3ODU4NDE3MjAyOjE3MjIxODI0NDI6c3BfbXRmOjMwMDMxMTg0NzE4MDMwMjo6MDo6&url=%2FCoolby-1920x1080-Computers-Quad-Core-Processor%2Fdp%2FB0CZKZJPXK%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722182442%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
19,"HP 14"" HD Laptop | Back to School Limited Edition with 1 Year Microsoft 365 | Intel Quad-Core Processor | 8GB RAM | 576GB Storage | Long Battery Life | Rose Gold | w/WOWPC Bundle | Windows 11","{'manufacturer': 'HP', 'CPU': 'intel quad-core processor', 'RAM': '8gb ram', 'Storage': '576gb storage'}",$389.00,https://www.amazon.com/HP-Limited-Microsoft-Quad-Core-Processor/dp/B0D4RCM8GV/ref=sr_1_18?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-18
20,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)","{'manufacturer': 'HP', 'CPU': 'intel celeron n4020', 'RAM': '4 gb ram', 'Storage': '64 gb storage'}",$184.67,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_19?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-19
21,Lenovo Yoga 11e 2-in-1 Convertible Laptop 11.6in Touchscreen Display Intel Quad Core N5030 Processor up to 3.1Ghz 8GB RAM 128GB SSD Cam Pen W11 (11e - Renewed),"{'manufacturer': 'Lenovo', 'CPU': 'Unable to find CPU', 'RAM': 'Unable to find RAM', 'Storage': 'Unable to find Storage'}",$129.99,https://www.amazon.com/gp/bestsellers/pc/13896609011/ref=sr_bs_19_13896609011_1
22,"HP 14"" HD Stream Laptop Computer for Students and Business, Quad-Core Intel Celeron N Processor, 16GB RAM, 256GB Storage(128GB eMMC+128GB TP SD Card), 1 Year Office 365, HDMI,WiFi,USB-A&C, Win 11","{'manufacturer': 'HP', 'CPU': 'intel celeron n processor', 'RAM': '16gb ram', 'Storage': '256gb storage(128gb emmc+128gb tp sd card)'}",$237.59,https://www.amazon.com/HP-Computer-Students-Quad-Core-Processor/dp/B0D6BC1QJV/ref=sr_1_21?dib=eyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc&dib_tag=se&keywords=laptop&qid=1722182442&sr=8-21
23,"Laptop Computer, 15.6"" Win 11 Laptop, 16GB DDR4 512 SSD Laptops Computer with Intel Celeron Quad Core N5095 (2.9 GHz), Intel UHD Graphics 16EUs, WiFi, Bluetooth 4.2, Webcam, Mini HDMI","{'manufacturer': 'Unable to find manufacturer', 'CPU': 'intel celeron quad core n5095 (2.9 ghz)', 'RAM': 'Unable to find RAM', 'Storage': '16gb ddr4 512 ssd laptops computer with intel celeron quad core n5095 (2.9 ghz)'}",$249.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNDY3MTU3ODU4NDE3MjAyOjE3MjIxODI0NDI6c3BfYnRmOjMwMDEzMTczODM1MzUwMjo6MDo6&url=%2FMYW-Computer-Processor-Graphics-Bluetooth%2Fdp%2FB0CNBSYTX2%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.nKSOCSWFUnZHUT6S0F-TWO3OQJ-aeHPXD_m9SNSOk6fS7ttDCtJr9gklyx93sxwhapo3ozcEV1GPJRp1hLzlSZilVaINH2qtMnKX2BuIZSoKdRsS6PaCdSmR2Vw9TfWMg72HOE9imwQjvDDvB0oG7g6W3SYnrNJ5scCvY2T2kr4xPi048sne7vBlsCE_N_luugLEEjYy6Cw17-Sj2JauNXUt054f5wglNf1SFaUe_cg.PiyIisZf7YLxE__FCsQjbWjwS534t-urRwZkwTHgJTc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722182442%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
24,"HP Victus 15.6 inch Laptop, FHD 144Hz Display, Intel Core i5-12450H, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 2050 GPU (4 GB Dedicated), Windows 11 Home, 15-fa1029nr (2024)","{'manufacturer': 'HP', 'CPU': 'intel core i5-12450h', 'RAM': '8 gb ram', 'Storage': '512 gb ssd'}",$599.99,https://aax-us-iad.amazon.com/x/c/JACLnukr7PHHaT7vRVuYrF8AAAGQ-hKc2QEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCAFkm2/https://www.amazon.com/dp/B0CVNJ7LLN?pd_rd_i=B0CVNJ7LLN&pf_rd_p=2f0a8989-0b67-47e7-b61e-9e3ef9908602&pf_rd_r=K71JHSD1M9P8TTJ23RC4&pd_rd_wg=rdyLu&pd_rd_w=mn6ej&pd_rd_r=bb89b31a-e531-4bae-94c2-c50d46c0e81f
